home_country,source_currency,dest_currency,channel,amount_src,amount_usd,fee,exchange_rate_src_to_dest,new_device,ip_country,location_mismatch,ip_risk_score,kyc_tier,account_age_days,device_trust_score,chargeback_history_count,risk_score_internal,txn_velocity_1h,txn_velocity_24h,corridor_risk,is_fraud,year,month,day,hour,minute
UK,GBP,NGN,MOBILE,608.91,761.14,9.73,1388.888889,False,UK,False,0.318,STANDARD,4,0.892,0,0.407,0,0,0.22,0,2023,2,16,17,2
US,USD,EUR,MOBILE,139.62,139.62,2.88,0.925926,False,US,False,0.489,ENHANCED,257,0.894,0,0.257,8,8,0.0,0,2023,2,17,1,58
US,USD,NGN,WEB,146.32,146.32,3.14,1111.111111,False,US,False,0.786,ENHANCED,367,0.939,0,0.176,0,0,0.25,0,2023,2,17,5,16
UK,GBP,USD,MOBILE,257.37,321.72,4.6,1.25,False,UK,False,0.259,STANDARD,4,0.892,0,0.407,0,0,0.0,1,2023,2,17,5,46
US,USD,EUR,ATM,292.41,292.41,5.75,0.925926,False,US,False,0.57,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2023,2,17,6,3
US,USD,GBP,MOBILE,278.39,278.39,4.76,0.8,False,US,False,0.249,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2023,2,17,12,58
US,USD,PHP,MOBILE,173.76,173.76,4.08,58.823529,False,US,False,0.338,STANDARD,1018,0.934,0,0.087,0,0,0.1,0,2023,2,17,17,59
US,USD,CNY,ATM,118.18,118.18,3.71,7.142857,False,US,False,0.209,ENHANCED,257,0.894,0,0.257,0,0,0.0,0,2023,2,18,9,4
US,USD,CNY,MOBILE,120.65,120.65,2.67,7.142857,False,US,False,0.033,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,2,18,20,45
US,USD,EUR,WEB,263.98,263.98,4.61,0.925926,False,US,False,0.18,LOW,954,0.576,0,0.332,0,0,0.0,0,2023,2,19,6,43
CA,CAD,EUR,WEB,329.2,243.6,5.67,0.685185,False,CA,False,0.348,STANDARD,947,0.625,0,0.268,0,1,0.0,0,2023,2,19,9,42
US,USD,CNY,MOBILE,233.37,233.37,4.91,7.142857,False,US,False,0.406,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,2,19,12,13
US,USD,MXN,MOBILE,105.46,105.46,1.96,17.241379,True,US,False,0.194,STANDARD,1016,0.794,0,0.247,0,0,0.2,0,2023,2,19,14,1
UK,GBP,EUR,WEB,17.34,21.67,1.08,1.157407,False,UK,False,0.194,STANDARD,718,0.953,0,0.169,0,0,0.05,0,2023,2,19,20,2
US,USD,PHP,MOBILE,261.74,261.74,4.87,58.823529,False,US,False,0.338,STANDARD,263,0.522,0,0.223,0,0,0.1,0,2023,2,19,21,51
US,USD,CNY,WEB,148.48,148.48,4.29,7.142857,True,US,False,0.335,STANDARD,1016,0.794,0,0.247,0,0,0.0,0,2023,2,19,22,17
US,USD,EUR,MOBILE,223.25,223.25,4.51,0.925926,False,US,False,0.345,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2023,2,20,0,4
US,USD,NGN,MOBILE,34.07,34.07,0.95,1111.111111,True,US,False,0.132,STANDARD,298,0.186,0,0.166,0,0,0.25,0,2023,2,20,5,42
US,USD,CNY,WEB,181.18,181.18,3.22,7.142857,False,US,False,0.424,STANDARD,1018,0.934,0,0.087,0,0,0.0,0,2023,2,20,5,52
US,USD,NGN,WEB,232.09,232.09,4.65,1111.111111,False,US,False,0.952,STANDARD,263,0.522,0,0.223,0,0,0.25,0,2023,2,20,16,49
US,USD,CNY,MOBILE,167.5,167.5,3.17,7.142857,False,US,False,0.132,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2023,2,20,18,16
US,USD,INR,MOBILE,76.52,76.52,2.44,83.333333,False,UK,True,0.702,STANDARD,859,0.96,0,0.363,0,0,0.0,0,2023,2,20,19,58
US,USD,NGN,MOBILE,344.39,344.39,5.4,1111.111111,False,US,False,0.372,ENHANCED,257,0.894,0,0.257,0,1,0.25,0,2023,2,20,23,22
US,USD,GBP,MOBILE,55.05,55.05,1.91,0.8,False,US,False,0.24,ENHANCED,477,0.901,0,0.462,0,0,0.0,0,2023,2,21,5,44
US,USD,INR,MOBILE,382.31,382.31,7.48,83.333333,False,US,False,0.184,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,2,21,7,17
US,USD,INR,MOBILE,229.04,229.04,5.09,83.333333,True,US,False,0.124,ENHANCED,257,0.744,0,0.257,0,0,0.0,0,2023,2,21,11,0
US,USD,CNY,MOBILE,1106.99,1106.99,17.91,7.142857,False,US,False,0.196,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2023,2,21,14,26
US,USD,INR,WEB,263.62,263.62,5.51,83.333333,False,US,False,0.293,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,2,21,15,2
CA,CAD,USD,MOBILE,109.09,80.72,2.04,0.74,True,CA,False,0.162,LOW,615,0.365,0,0.355,0,0,0.0,0,2023,2,21,17,53
US,USD,PHP,MOBILE,35.7,35.7,2.09,58.823529,False,US,False,0.385,STANDARD,263,0.522,0,0.223,0,0,0.1,0,2023,2,21,18,1
US,USD,USD,MOBILE,358.74,358.74,6.13,1.0,False,US,False,0.329,STANDARD,147,0.551,0,0.391,0,0,0.0,0,2023,2,21,20,15
US,USD,PHP,MOBILE,295.6,295.6,5.96,58.823529,False,US,False,0.205,STANDARD,992,0.777,0,0.155,0,0,0.1,0,2023,2,21,20,20
US,USD,EUR,WEB,422.35,422.35,7.33,0.925926,False,US,False,0.575,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,2,21,21,8
US,USD,USD,WEB,161.35,161.35,3.9,1.0,False,US,False,0.489,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,2,21,23,57
US,USD,PHP,MOBILE,83.8,83.8,1.32,58.823529,False,US,False,0.096,STANDARD,34,0.427,0,0.068,0,0,0.1,0,2023,2,22,2,22
US,USD,EUR,WEB,34.94,34.94,1.58,0.925926,False,UNKNOWN,False,0.532,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,2,22,5,17
US,USD,EUR,MOBILE,48.33,48.33,1.61,0.925926,False,UK,True,0.653,ENHANCED,257,0.894,0,0.257,0,0,0.0,0,2023,2,22,5,44
US,USD,NGN,MOBILE,771.26,771.26,12.92,1111.111111,False,US,False,0.325,ENHANCED,367,0.939,0,0.176,0,0,0.25,0,2023,2,22,7,40
US,USD,EUR,ATM,262.18,262.18,5.2,0.925926,False,US,False,0.553,STANDARD,298,0.336,0,0.166,1,1,0.0,0,2023,2,22,9,33
US,USD,PHP,MOBILE,203.61,203.61,3.53,58.823529,False,US,False,0.064,STANDARD,1018,0.934,0,0.087,0,0,0.1,0,2023,2,22,12,42
UK,GBP,CNY,WEB,293.64,367.05,5.81,8.928571,False,UK,False,0.175,STANDARD,718,0.953,0,0.169,0,0,0.0,0,2023,2,22,17,31
US,USD,NGN,MOBILE,103.24,103.24,2.89,1111.111111,False,US,False,0.358,STANDARD,1018,0.934,0,0.087,0,0,0.25,0,2023,2,22,17,53
US,USD,NGN,MOBILE,133.7,133.7,2.94,1111.111111,False,US,False,0.599,STANDARD,147,0.551,0,0.391,0,0,0.25,0,2023,2,22,20,1
US,USD,MXN,MOBILE,145.75,145.75,3.69,17.241379,False,US,False,0.227,STANDARD,298,0.336,0,0.166,0,0,0.2,0,2023,2,23,2,49
US,USD,USD,MOBILE,91.92,91.92,1.43,1.0,True,US,False,0.311,STANDARD,147,0.401,0,0.391,0,0,0.0,0,2023,2,23,5,57
UK,GBP,CAD,MOBILE,9992.77,12490.96,150.31,1.689189,False,UK,False,0.58,STANDARD,718,0.953,0,0.169,0,0,0.0,0,2023,2,23,6,54
US,USD,CAD,WEB,253.59,253.59,5.23,1.351351,False,US,False,0.29,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,2,23,8,4
US,USD,GBP,WEB,73.25,73.25,1.64,0.8,False,US,False,0.157,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2023,2,23,10,24
US,USD,CNY,MOBILE,163.15,163.15,3.37,7.142857,True,UK,True,0.183,ENHANCED,367,0.789,0,0.176,0,0,0.0,0,2023,2,23,17,11
UK,GBP,USD,MOBILE,64.45,80.57,1.8,1.25,False,UK,False,0.509,STANDARD,718,0.953,0,0.169,0,0,0.0,0,2023,2,23,22,41
US,USD,EUR,MOBILE,240.3,240.3,3.92,0.925926,False,US,False,0.804,STANDARD,1016,0.944,0,0.247,0,0,0.0,0,2023,2,24,8,45
US,USD,USD,WEB,54.96,54.96,1.91,1.0,False,US,False,0.216,STANDARD,147,0.551,0,0.391,0,0,0.0,0,2023,2,24,16,19
US,USD,GBP,ATM,191.54,191.54,3.15,0.8,False,UK,True,0.729,ENHANCED,661,0.92,0,0.259,0,0,0.0,0,2023,2,24,16,53
CA,CAD,NGN,MOBILE,77.5,57.35,2.35,822.222222,False,CA,False,0.241,STANDARD,172,0.881,0,0.199,0,0,0.0,0,2023,2,24,16,54
UK,GBP,CNY,WEB,385.93,482.41,7.07,8.928571,False,UK,False,0.337,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,2,24,18,52
US,USD,CNY,MOBILE,154.6,154.6,3.74,7.142857,False,UK,True,0.821,STANDARD,1018,0.934,0,0.087,0,0,0.0,0,2023,2,24,20,31
UK,GBP,MXN,WEB,197.75,247.18,4.56,21.551724,False,UK,False,0.368,STANDARD,718,0.953,0,0.169,0,1,0.0,0,2023,2,25,5,30
US,USD,NGN,MOBILE,98.52,98.52,3.18,1111.111111,False,US,False,0.271,STANDARD,830,0.799,0,0.102,0,0,0.25,0,2023,2,25,5,38
UK,GBP,MXN,WEB,282.12,352.65,5.73,21.551724,False,UK,False,0.245,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,2,25,13,49
US,USD,NGN,WEB,226.55,226.55,2.71,1111.111111,False,US,False,0.6,ENHANCED,367,0.939,0,0.176,0,0,0.25,0,2023,2,25,20,43
UK,GBP,INR,WEB,308.7,385.88,4.93,104.166667,False,UK,False,0.09,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,2,25,21,28
US,USD,NGN,WEB,220.36,220.36,3.43,1111.111111,False,US,False,0.186,ENHANCED,257,0.894,0,0.257,0,0,0.25,0,2023,2,25,22,4
UK,GBP,CAD,MOBILE,261.23,326.54,4.61,1.689189,False,UK,False,0.26,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,2,25,22,27
US,USD,GBP,WEB,336.3,336.3,5.75,0.8,False,US,False,0.21,STANDARD,34,0.427,0,0.068,0,1,0.0,0,2023,2,26,4,21
US,USD,PHP,MOBILE,238.4,238.4,4.02,58.823529,False,US,False,0.165,STANDARD,147,0.551,0,0.391,0,0,0.1,0,2023,2,26,9,21
US,USD,EUR,MOBILE,227.57,227.57,4.33,0.925926,False,US,False,0.455,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,2,26,12,11
UK,GBP,USD,ATM,146.16,182.71,2.99,1.25,False,UK,False,0.489,STANDARD,718,0.953,0,0.169,0,1,0.0,0,2023,2,26,16,42
US,USD,CNY,MOBILE,251.87,251.87,4.54,7.142857,False,US,False,0.22,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2023,2,26,17,5
US,USD,NGN,WEB,127.74,127.74,2.98,1111.111111,False,US,False,0.308,STANDARD,263,0.522,0,0.223,0,0,0.25,0,2023,2,27,5,11
US,USD,CAD,MOBILE,153.39,153.39,3.77,1.351351,False,US,False,0.561,LOW,616,0.702,0,0.361,0,0,0.0,0,2023,2,27,5,42
US,USD,CNY,MOBILE,105.96,105.96,2.58,7.142857,False,US,False,0.263,STANDARD,1016,0.944,0,0.247,0,0,0.0,0,2023,2,27,12,44
US,USD,EUR,MOBILE,322.28,322.28,7.04,0.925926,False,US,False,0.258,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2023,2,27,15,40
UK,GBP,CNY,WEB,73.48,91.85,2.73,8.928571,False,US,True,0.407,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,2,27,22,31
US,USD,CAD,WEB,235.13,235.13,4.31,1.351351,False,US,False,0.191,STANDARD,147,0.551,0,0.391,0,0,0.0,0,2023,2,28,1,10
US,USD,CNY,MOBILE,198.91,198.91,3.52,7.142857,False,US,False,0.248,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2023,2,28,4,13
UK,GBP,GBP,WEB,9996.48,12495.59,150.42,1.0,False,UK,False,0.191,STANDARD,718,0.953,0,0.169,0,0,0.0,0,2023,2,28,8,37
US,USD,NGN,WEB,152.64,152.64,3.48,1111.111111,False,CA,True,0.322,STANDARD,298,0.336,0,0.166,0,0,0.25,1,2023,2,28,12,41
US,USD,INR,WEB,189.75,189.75,3.69,83.333333,False,CA,True,0.442,STANDARD,147,0.551,0,0.391,0,0,0.0,0,2023,2,28,14,54
UK,GBP,INR,WEB,97.4,121.75,2.75,104.166667,False,UK,False,0.953,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,2,28,16,24
US,USD,INR,MOBILE,97.17,97.17,2.7,83.333333,True,US,False,0.387,ENHANCED,367,0.789,0,0.176,0,0,0.0,0,2023,2,28,16,48
US,USD,INR,MOBILE,151.06,151.06,2.42,83.333333,False,US,False,0.547,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2023,2,28,18,55
UK,GBP,MXN,UNKNOWN,468.6,585.74,7.88,21.551724,False,UK,False,0.16,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,2,28,19,4
US,USD,CNY,ATM,292.53,292.53,4.62,7.142857,False,US,False,0.22,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,2,28,19,30
US,USD,CNY,MOBILE,134.39,134.39,3.34,7.142857,False,US,False,0.381,ENHANCED,257,0.894,0,0.257,0,0,0.0,0,2023,2,28,21,42
US,USD,NGN,WEB,192.95,192.95,3.64,1111.111111,False,US,False,0.13,STANDARD,298,0.336,0,0.166,0,0,0.25,0,2023,2,28,23,37
US,USD,CAD,MOBILE,292.69,292.69,5.76,1.351351,False,US,False,0.234,STANDARD,1018,0.934,0,0.087,0,0,0.0,0,2023,3,1,2,53
CA,CAD,EUR,MOBILE,182.16,134.8,3.29,0.685185,False,CA,False,0.282,STANDARD,366,0.662,0,0.225,0,0,0.0,0,2023,3,1,10,10
US,USD,CAD,MOBILE,58.94,58.94,1.48,1.351351,False,CA,True,0.456,STANDARD,1089,0.864,1,0.366,7,7,0.0,0,2023,3,1,13,20
US,USD,USD,MOBILE,93.08,93.08,3.27,1.0,False,US,False,0.185,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,3,1,16,35
US,USD,USD,MOBILE,532.23,532.23,8.83,1.0,False,US,False,0.405,STANDARD,263,0.522,0,0.223,0,1,0.0,0,2023,3,1,18,41
UK,GBP,INR,WEB,79.23,99.04,2.12,104.166667,False,UK,False,0.239,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,5,17,21,46
US,USD,USD,MOBILE,124.56,124.56,3.44,1.0,False,US,False,0.499,STANDARD,147,0.551,0,0.391,0,0,0.0,0,2023,3,2,9,24
US,USD,PHP,MOBILE,108.32,108.32,2.59,58.823529,False,US,False,0.21,STANDARD,298,0.336,0,0.166,0,0,0.1,0,2023,3,2,9,27
US,USD,CAD,WEB,159.15,159.15,3.46,1.351351,False,CA,True,0.433,STANDARD,298,0.336,0,0.166,0,1,0.0,0,2023,3,2,16,9
UK,GBP,INR,ATM,98.32,122.9,1.96,104.166667,False,UK,False,0.357,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,3,2,22,59
US,USD,GBP,MOBILE,51.41,51.41,1.56,0.8,False,US,False,0.288,STANDARD,34,0.427,0,0.068,0,0,0.0,0,2023,3,3,3,11
UK,GBP,GBP,MOBILE,166.17,207.71,3.67,1.0,False,UK,False,0.287,STANDARD,718,0.953,0,0.169,0,0,0.0,0,2023,3,3,5,36
US,USD,USD,MOBILE,310.31,310.31,5.27,1.0,False,UK,True,0.423,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,3,3,10,14
US,USD,INR,ATM,64.76,64.76,2.11,83.333333,True,US,False,0.45,ENHANCED,367,0.789,0,0.176,0,0,0.0,0,2023,3,3,10,35
UK,GBP,USD,MOBILE,219.0,273.75,4.12,1.25,False,CA,True,0.398,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,3,3,18,44
UK,GBP,NGN,WEB,66.37,82.96,2.17,1388.888889,False,US,True,0.547,STANDARD,4,0.892,0,0.407,0,0,0.22,0,2023,3,3,20,15
UK,GBP,PHP,MOBILE,329.18,411.48,6.0,73.529412,False,UK,False,0.245,STANDARD,1027,0.873,0,0.074,0,0,0.0,0,2023,3,3,21,22
CA,CAD,CNY,WEB,552.3,408.7,9.93,5.285714,False,US,True,0.402,STANDARD,947,0.625,0,0.268,0,0,0.0,0,2023,3,3,22,33
UK,GBP,NGN,MOBILE,280.04,350.05,5.71,1388.888889,False,UK,False,0.95,STANDARD,4,0.892,0,0.407,0,0,0.22,0,2023,3,3,22,51
US,USD,CNY,WEB,241.22,241.22,5.52,7.142857,False,CA,True,0.36,STANDARD,263,0.522,0,0.223,0,1,0.0,0,2023,3,4,2,5
US,USD,CAD,MOBILE,109.25,109.25,3.2,1.351351,False,US,False,0.187,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,3,4,2,43
US,USD,CAD,MOBILE,217.92,217.92,3.85,1.351351,False,CA,True,0.633,STANDARD,1016,0.944,0,0.247,0,0,0.0,0,2023,3,4,3,4
US,USD,PHP,MOBILE,70.97,70.97,2.13,58.823529,False,US,False,0.147,STANDARD,298,0.336,0,0.166,0,0,0.1,0,2023,3,4,5,26
US,USD,NGN,WEB,403.86,403.86,7.37,1111.111111,False,US,False,0.291,LOW,616,0.702,0,0.361,1,1,0.25,0,2023,3,4,6,50
US,USD,CAD,MOBILE,50.87,50.87,1.44,1.351351,False,US,False,0.202,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2023,3,4,10,57
US,USD,EUR,MOBILE,136.58,136.58,3.67,0.925926,False,US,False,0.348,STANDARD,1058,0.923,0,0.139,0,0,0.0,0,2023,3,4,13,45
US,USD,CNY,MOBILE,327.04,327.04,5.15,7.142857,False,US,False,0.315,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,3,4,15,11
CA,CAD,PHP,MOBILE,151.25,111.92,3.9,43.529412,False,CA,False,0.122,STANDARD,1035,0.497,0,0.236,0,0,0.0,0,2023,3,4,18,27
US,USD,EUR,MOBILE,140.98,140.98,3.21,0.925926,False,US,False,0.14,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,3,4,23,30
US,USD,GBP,MOBILE,74.48,74.48,1.67,0.8,False,CA,True,0.317,STANDARD,147,0.551,0,0.391,0,0,0.0,0,2023,3,5,5,44
US,USD,CNY,WEB,89.93,89.93,2.3,7.142857,False,CA,True,0.202,STANDARD,147,0.551,0,0.391,0,0,0.0,0,2023,3,5,6,32
UK,GBP,MXN,WEB,132.25,165.31,3.3,21.551724,False,UK,False,0.485,STANDARD,718,0.953,0,0.169,0,0,0.0,0,2023,3,5,20,9
US,USD,EUR,WEB,21.69,21.69,1.14,0.925926,False,US,False,0.121,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2023,3,5,20,54
US,USD,CAD,MOBILE,102.94,102.94,2.39,1.351351,False,CA,True,0.476,STANDARD,1018,0.934,0,0.087,0,0,0.0,1,2023,3,5,22,17
US,USD,INR,WEB,135.9,135.9,2.02,83.333333,False,CA,True,0.314,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2023,3,6,1,30
CA,CAD,MXN,MOBILE,212.14,156.98,4.84,12.758621,False,CA,False,0.382,STANDARD,947,0.625,0,0.268,0,0,0.0,0,2023,3,6,2,40
US,USD,CAD,MOBILE,133.89,133.89,2.09,1.351351,False,US,False,0.113,STANDARD,1018,0.934,0,0.087,0,0,0.0,0,2023,8,18,5,13
CA,CAD,MXN,MOBILE,291.98,216.06,4.91,12.758621,False,CA,False,0.403,LOW,615,0.515,0,0.355,0,0,0.0,0,2023,3,6,13,12
US,USD,INR,WEB,84.58,84.58,1.65,83.333333,False,US,False,0.269,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2023,3,6,17,20
CA,CAD,EUR,WEB,17.71,13.11,1.21,0.685185,False,CA,False,0.246,STANDARD,172,0.881,0,0.199,0,0,0.0,0,2023,3,6,17,59
US,USD,GBP,MOBILE,265.14,265.14,4.8,0.8,False,US,False,0.707,STANDARD,1018,0.934,0,0.087,0,0,0.0,0,2023,3,6,18,54
US,USD,USD,MOBILE,151.43,151.43,3.78,1.0,False,UK,True,0.48,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,3,6,20,29
US,USD,CAD,MOBILE,177.36,177.36,3.31,1.351351,False,UK,True,0.414,STANDARD,1016,0.944,0,0.247,0,0,0.0,1,2023,3,6,20,55
US,USD,GBP,MOBILE,643.7,643.7,10.57,0.8,False,US,False,0.171,STANDARD,1018,0.934,0,0.087,0,0,0.0,0,2023,3,6,21,3
US,USD,CAD,MOBILE,87.65,87.65,2.07,1.351351,False,US,False,0.271,STANDARD,147,0.551,0,0.391,0,0,0.0,0,2023,3,7,9,23
US,USD,INR,WEB,111.26,111.26,3.12,83.333333,False,CA,True,0.839,STANDARD,1018,0.934,0,0.087,0,0,0.0,0,2023,3,7,9,47
US,USD,EUR,WEB,15.29,15.29,1.48,0.925926,False,US,False,0.412,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2023,3,7,16,51
US,USD,USD,MOBILE,86.42,86.42,2.06,1.0,False,CA,True,0.248,STANDARD,147,0.551,0,0.391,0,0,0.0,0,2023,3,7,21,59
US,USD,NGN,WEB,71.78,71.78,1.42,1111.111111,False,UK,True,0.416,STANDARD,263,0.522,0,0.223,0,0,0.25,0,2023,3,7,22,25
US,USD,CNY,MOBILE,152.82,152.82,3.65,7.142857,True,US,False,0.042,ENHANCED,257,0.744,0,0.257,0,0,0.0,0,2023,3,8,3,25
US,USD,INR,WEB,63.47,63.47,1.47,83.333333,False,US,False,0.287,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2023,3,8,4,31
US,USD,INR,WEB,172.28,172.28,2.78,83.333333,False,US,False,0.334,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2023,3,8,5,34
US,USD,NGN,WEB,234.5,234.5,5.0,1111.111111,False,US,False,0.218,STANDARD,147,0.551,0,0.391,0,0,0.25,0,2023,3,8,7,8
US,USD,CNY,MOBILE,60.42,60.42,1.81,7.142857,False,US,False,0.372,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,3,8,8,59
US,USD,GBP,MOBILE,221.27,221.27,4.65,0.8,False,US,False,0.08,STANDARD,1016,0.944,0,0.247,0,0,0.0,0,2023,3,8,12,18
US,USD,EUR,MOBILE,52.01,52.01,1.28,0.925926,True,US,False,0.336,ENHANCED,257,0.744,0,0.257,0,0,0.0,0,2023,3,9,2,43
US,USD,USD,MOBILE,188.9,188.9,3.82,1.0,True,US,False,0.344,STANDARD,298,0.186,0,0.166,0,0,0.0,0,2023,3,9,2,48
UK,GBP,CNY,MOBILE,31.79,39.74,1.03,8.928571,False,UK,False,0.421,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,3,9,2,48
US,USD,CAD,WEB,74.88,74.88,1.9,1.351351,False,US,False,0.546,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2023,3,9,3,17
US,USD,CNY,WEB,173.87,173.87,4.03,7.142857,False,US,False,0.198,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2023,3,9,7,6
US,USD,EUR,MOBILE,53.49,53.49,2.31,0.925926,False,US,False,0.234,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,3,9,7,29
US,USD,INR,MOBILE,50.1,50.1,1.98,83.333333,False,US,False,0.249,STANDARD,1018,0.934,0,0.087,0,0,0.0,0,2023,3,9,12,5
US,USD,EUR,WEB,274.92,274.92,5.03,0.925926,False,US,False,0.321,STANDARD,147,0.551,0,0.391,0,0,0.0,0,2023,3,9,12,23
US,USD,PHP,WEB,17.64,17.64,0.9,58.823529,False,US,False,0.238,STANDARD,1011,0.824,0,0.123,0,0,0.1,0,2023,3,9,13,23
UK,GBP,GBP,MOBILE,256.97,321.22,4.67,1.0,False,UK,False,0.266,LOW,704,0.515,0,0.283,0,0,0.0,0,2023,3,9,14,15
US,USD,INR,MOBILE,117.43,117.43,2.72,83.333333,False,US,False,0.301,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,3,9,16,22
UK,GBP,PHP,MOBILE,383.88,479.86,7.56,73.529412,True,CA,True,0.369,STANDARD,4,0.742,0,0.407,0,0,0.0,0,2023,8,5,17,33
US,USD,CAD,ATM,130.17,130.17,3.09,1.351351,False,UK,True,0.527,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2023,3,10,12,42
US,USD,EUR,MOBILE,55.02,55.02,2.14,0.925926,False,US,False,0.688,STANDARD,298,0.336,0,0.166,0,0,0.0,0,2023,3,11,3,19
UK,GBP,PHP,MOBILE,187.88,234.85,3.19,73.529412,False,UK,False,0.145,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,3,11,10,25
US,USD,NGN,MOBILE,321.04,321.04,5.45,1111.111111,False,CA,True,0.6,STANDARD,1016,0.944,0,0.247,0,1,0.25,0,2023,3,11,11,7
US,USD,CAD,WEB,447.19,447.19,7.25,1.351351,False,US,False,0.086,STANDARD,263,0.522,0,0.223,5,6,0.0,0,2023,3,11,12,32
US,USD,EUR,MOBILE,401.32,401.32,6.1,0.925926,False,US,False,0.388,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2023,3,11,13,15
US,USD,USD,ATM,106.93,106.93,2.58,1.0,False,US,False,0.305,STANDARD,263,0.522,0,0.223,0,0,0.0,0,2023,3,11,16,10
US,USD,NGN,MOBILE,270.38,270.38,4.64,1111.111111,False,US,False,0.143,ENHANCED,367,0.939,0,0.176,0,0,0.25,0,2023,3,11,16,28
US,USD,CNY,WEB,9993.43,9993.43,151.39,7.142857,False,US,False,0.152,STANDARD,1016,0.944,0,0.247,0,0,0.0,0,2023,3,11,19,25
US,USD,PHP,MOBILE,36.81,36.81,1.71,58.823529,False,US,False,0.488,STANDARD,263,0.522,0,0.223,0,0,0.1,0,2023,3,12,0,27
UK,GBP,CNY,MOBILE,511.04,638.8,8.05,8.928571,False,UK,False,0.325,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,3,12,1,24
US,USD,MXN,ATM,114.01,114.01,2.46,17.241379,False,US,False,0.239,STANDARD,1018,0.934,0,0.087,0,1,0.2,0,2023,3,12,5,28
UK,GBP,CAD,WEB,169.0,211.25,2.93,1.689189,False,UK,False,0.302,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,3,12,6,22
UK,GBP,MXN,MOBILE,115.59,144.49,2.71,21.551724,False,UK,False,0.09,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,3,12,6,31
US,USD,MXN,ATM,263.18,263.18,5.68,17.241379,True,US,False,0.229,STANDARD,298,0.186,0,0.166,0,0,0.2,0,2023,3,12,16,41
UK,GBP,USD,MOBILE,39.37,49.21,0.85,1.25,False,UK,False,0.196,STANDARD,4,0.892,0,0.407,0,0,0.0,0,2023,3,12,17,17
US,USD,PHP,WEB,55.76,55.76,0.83,58.823529,False,US,False,0.479,STANDARD,34,0.427,0,0.068,0,0,0.1,0,2023,3,12,19,57
US,USD,INR,MOBILE,55.21,55.21,2.12,83.333333,False,US,False,0.122,ENHANCED,367,0.939,0,0.176,0,0,0.0,0,2023,3,13,8,41
